"code_bss";"date_mesure";"niveau_nappe_eau"
"08046X0014/F";"2017-07-02";"3.74"
"08046X0014/F";"2017-07-03";"3.73"
"08046X0014/F";"2017-07-04";"3.74"
"08046X0014/F";"2017-07-05";"3.74"
"08046X0014/F";"2017-07-06";"3.74"
"08046X0014/F";"2017-07-07";"3.74"
"08046X0014/F";"2017-07-08";"3.74"
"08046X0014/F";"2017-07-09";"3.74"
"08046X0014/F";"2017-07-10";"3.74"
"08046X0014/F";"2017-07-11";"3.73"
"08046X0014/F";"2017-07-12";"3.73"
"08046X0014/F";"2017-07-13";"3.72"
"08046X0014/F";"2017-07-14";"3.71"
"08046X0014/F";"2017-07-15";"3.7"
"08046X0014/F";"2017-07-16";"3.69"
"08046X0014/F";"2017-07-17";"3.68"
"08046X0014/F";"2017-07-18";"3.69"
"08046X0014/F";"2017-07-19";"3.69"
"08046X0014/F";"2017-07-20";"3.69"
"08046X0014/F";"2017-07-21";"3.69"
"08046X0014/F";"2017-07-22";"3.69"
"08046X0014/F";"2017-07-23";"3.69"
"08046X0014/F";"2017-07-24";"3.69"
"08046X0014/F";"2017-07-25";"3.7"
"08046X0014/F";"2017-07-26";"3.69"
"08046X0014/F";"2017-07-27";"3.69"
"08046X0014/F";"2017-07-28";"3.68"
"08046X0014/F";"2017-07-29";"3.67"
"08046X0014/F";"2017-07-30";"3.66"
"08046X0014/F";"2017-07-31";"3.65"
"08046X0014/F";"2017-08-01";"3.65"
"08046X0014/F";"2017-08-02";"3.64"
"08046X0014/F";"2017-08-03";"3.63"
"08046X0014/F";"2017-08-04";"3.64"
"08046X0014/F";"2017-08-05";"3.63"
"08046X0014/F";"2017-08-06";"3.63"
"08046X0014/F";"2017-08-07";"3.64"
"08046X0014/F";"2017-08-08";"3.64"
"08046X0014/F";"2017-08-09";"3.64"
"08046X0014/F";"2017-08-10";"3.63"
"08046X0014/F";"2017-08-11";"3.63"
"08046X0014/F";"2017-08-12";"3.62"
"08046X0014/F";"2017-08-13";"3.62"
"08046X0014/F";"2017-08-14";"3.63"
"08046X0014/F";"2017-08-15";"3.63"
"08046X0014/F";"2017-08-16";"3.62"
"08046X0014/F";"2017-08-17";"3.62"
"08046X0014/F";"2017-08-18";"3.62"
"08046X0014/F";"2017-08-19";"3.62"
"08046X0014/F";"2017-08-20";"3.61"
"08046X0014/F";"2017-08-21";"3.63"
"08046X0014/F";"2017-08-22";"3.63"
"08046X0014/F";"2017-08-23";"3.63"
"08046X0014/F";"2017-08-24";"3.62"
"08046X0014/F";"2017-08-25";"3.62"
"08046X0014/F";"2017-08-26";"3.61"
"08046X0014/F";"2017-08-27";"3.6"
"08046X0014/F";"2017-08-28";"3.59"
"08046X0014/F";"2017-08-29";"3.58"
"08046X0014/F";"2017-08-30";"3.58"
"08046X0014/F";"2017-08-31";"3.56"
"08046X0014/F";"2017-09-01";"3.56"
"08046X0014/F";"2017-09-02";"3.57"
"08046X0014/F";"2017-09-03";"3.59"
"08046X0014/F";"2017-09-04";"3.58"
"08046X0014/F";"2017-09-05";"3.57"
"08046X0014/F";"2017-09-06";"3.57"
"08046X0014/F";"2017-09-07";"3.57"
"08046X0014/F";"2017-09-08";"3.58"
"08046X0014/F";"2017-09-09";"3.62"
"08046X0014/F";"2017-09-10";"3.62"
"08046X0014/F";"2017-09-11";"3.62"
"08046X0014/F";"2017-09-12";"3.6"
"08046X0014/F";"2017-09-13";"3.59"
"08046X0014/F";"2017-09-14";"3.59"
"08046X0014/F";"2017-09-15";"3.6"
"08046X0014/F";"2017-09-16";"3.61"
"08046X0014/F";"2017-09-17";"3.61"
"08046X0014/F";"2017-09-18";"3.61"
"08046X0014/F";"2017-09-19";"3.6"
"08046X0014/F";"2017-09-20";"3.61"
"08046X0014/F";"2017-09-21";"3.61"
"08046X0014/F";"2017-09-22";"3.6"
"08046X0014/F";"2017-09-23";"3.59"
"08046X0014/F";"2017-09-24";"3.59"
"08046X0014/F";"2017-09-25";"3.58"
"08046X0014/F";"2017-09-26";"3.57"
"08046X0014/F";"2017-09-27";"3.57"
"08046X0014/F";"2017-09-28";"3.56"
"08046X0014/F";"2017-09-29";"3.56"
"08046X0014/F";"2017-09-30";"3.56"
"08046X0014/F";"2017-10-01";"3.57"
"08046X0014/F";"2017-10-02";"3.57"
"08046X0014/F";"2017-10-03";"3.58"
"08046X0014/F";"2017-10-04";"3.59"
"08046X0014/F";"2017-10-05";"3.59"
"08046X0014/F";"2017-10-06";"3.59"
"08046X0014/F";"2017-10-07";"3.59"
"08046X0014/F";"2017-10-08";"3.59"
"08046X0014/F";"2017-10-09";"3.59"
"08046X0014/F";"2017-10-10";"3.58"
"08046X0014/F";"2017-10-11";"3.58"
"08046X0014/F";"2017-10-12";"3.56"
"08046X0014/F";"2017-10-13";"3.6"
"08046X0014/F";"2017-10-14";"3.6"
"08046X0014/F";"2017-10-15";"3.61"
"08046X0014/F";"2017-10-16";"3.62"
"08046X0014/F";"2017-10-17";"3.65"
"08046X0014/F";"2017-10-18";"3.66"
"08046X0014/F";"2017-10-19";"3.65"
"08046X0014/F";"2017-10-20";"3.65"
"08046X0014/F";"2017-10-21";"3.64"
"08046X0014/F";"2017-10-22";"3.63"
"08046X0014/F";"2017-10-23";"3.62"
"08046X0014/F";"2017-10-24";"3.62"
"08046X0014/F";"2017-10-25";"3.62"
"08046X0014/F";"2017-10-26";"3.61"
"08046X0014/F";"2017-10-27";"3.6"
"08046X0014/F";"2017-10-28";"3.59"
"08046X0014/F";"2017-10-29";"3.6"
"08046X0014/F";"2017-10-30";"3.61"
"08046X0014/F";"2017-10-31";"3.61"
"08046X0014/F";"2017-11-01";"3.63"
"08046X0014/F";"2017-11-02";"3.64"
"08046X0014/F";"2017-11-03";"3.65"
"08046X0014/F";"2017-11-04";"3.66"
"08046X0014/F";"2017-11-05";"3.66"
"08046X0014/F";"2017-11-06";"3.65"
"08046X0014/F";"2017-11-07";"3.65"
"08046X0014/F";"2017-11-08";"3.65"
"08046X0014/F";"2017-11-09";"3.64"
"08046X0014/F";"2017-11-10";"3.63"
"08046X0014/F";"2017-11-11";"3.64"
"08046X0014/F";"2017-11-12";"3.67"
"08046X0014/F";"2017-11-13";"3.64"
"08046X0014/F";"2017-11-14";"3.64"
"08046X0014/F";"2017-11-15";"3.65"
"08046X0014/F";"2017-11-16";"3.65"
"08046X0014/F";"2017-11-17";"3.65"
"08046X0014/F";"2017-11-18";"3.65"
"08046X0014/F";"2017-11-19";"3.65"
"08046X0014/F";"2017-11-20";"3.65"
"08046X0014/F";"2017-11-21";"3.65"
"08046X0014/F";"2017-11-22";"3.67"
"08046X0014/F";"2017-11-23";"3.67"
"08046X0014/F";"2017-11-24";"3.66"
"08046X0014/F";"2017-11-25";"3.65"
"08046X0014/F";"2017-11-26";"3.63"
"08046X0014/F";"2017-11-27";"3.64"
"08046X0014/F";"2017-11-28";"3.67"
"08046X0014/F";"2017-11-29";"3.68"
"08046X0014/F";"2017-11-30";"3.69"
"08046X0014/F";"2017-12-01";"3.69"
"08046X0014/F";"2017-12-02";"3.69"
"08046X0014/F";"2017-12-03";"3.67"
"08046X0014/F";"2017-12-04";"3.66"
"08046X0014/F";"2017-12-05";"3.66"
"08046X0014/F";"2017-12-06";"3.68"
"08046X0014/F";"2017-12-07";"3.69"
"08046X0014/F";"2017-12-08";"3.7"
"08046X0014/F";"2017-12-09";"3.68"
"08046X0014/F";"2017-12-10";"3.76"
"08046X0014/F";"2017-12-11";"3.81"
"08046X0014/F";"2017-12-12";"3.77"
"08046X0014/F";"2017-12-13";"3.78"
"08046X0014/F";"2017-12-14";"3.8"
"08046X0014/F";"2017-12-15";"3.81"
"08046X0014/F";"2017-12-16";"3.8"
"08046X0014/F";"2017-12-17";"3.79"
"08046X0014/F";"2017-12-18";"3.78"
"08046X0014/F";"2017-12-19";"3.77"
"08046X0014/F";"2017-12-20";"3.77"
"08046X0014/F";"2017-12-21";"3.76"
"08046X0014/F";"2017-12-22";"3.75"
"08046X0014/F";"2017-12-23";"3.75"
"08046X0014/F";"2017-12-24";"3.75"
"08046X0014/F";"2017-12-25";"3.76"
"08046X0014/F";"2017-12-26";"3.77"
"08046X0014/F";"2017-12-27";"3.81"
"08046X0014/F";"2017-12-28";"3.79"
"08046X0014/F";"2017-12-29";"3.8"
"08046X0014/F";"2017-12-30";"3.81"
"08046X0014/F";"2017-12-31";"3.84"
"08046X0014/F";"2018-01-01";"3.86"
"08046X0014/F";"2018-01-02";"3.89"
"08046X0014/F";"2018-01-03";"3.91"
"08046X0014/F";"2018-01-04";"3.93"
"08046X0014/F";"2018-01-05";"3.97"
"08046X0014/F";"2018-01-06";"3.99"
"08046X0014/F";"2018-01-07";"4.0"
"08046X0014/F";"2018-01-08";"3.98"
"08046X0014/F";"2018-01-09";"3.95"
"08046X0014/F";"2018-01-10";"3.92"
"08046X0014/F";"2018-01-11";"3.91"
"08046X0014/F";"2018-01-12";"3.88"
"08046X0014/F";"2018-01-13";"3.89"
"08046X0014/F";"2018-01-14";"3.89"
"08046X0014/F";"2018-01-15";"3.9"
"08046X0014/F";"2018-01-16";"3.91"
"08046X0014/F";"2018-01-17";"3.91"
"08046X0014/F";"2018-01-18";"3.92"
"08046X0014/F";"2018-01-19";"3.92"
"08046X0014/F";"2018-01-20";"3.95"
"08046X0014/F";"2018-01-21";"3.97"
"08046X0014/F";"2018-01-22";"4.0"
"08046X0014/F";"2018-01-23";"4.0"
"08046X0014/F";"2018-01-24";"3.99"
"08046X0014/F";"2018-01-25";"3.98"
"08046X0014/F";"2018-01-26";"3.96"
"08046X0014/F";"2018-01-27";"3.92"
"08046X0014/F";"2018-01-28";"3.9"
"08046X0014/F";"2018-01-29";"3.9"
"08046X0014/F";"2018-01-30";"3.92"
"08046X0014/F";"2018-01-31";"3.95"
"08046X0014/F";"2018-02-01";"3.96"
"08046X0014/F";"2018-02-02";"3.95"
"08046X0014/F";"2018-02-03";"3.95"
"08046X0014/F";"2018-02-04";"3.95"
"08046X0014/F";"2018-02-05";"3.92"
"08046X0014/F";"2018-02-06";"3.91"
"08046X0014/F";"2018-02-07";"3.9"
"08046X0014/F";"2018-02-08";"3.88"
"08046X0014/F";"2018-02-09";"3.87"
"08046X0014/F";"2018-02-10";"3.86"
"08046X0014/F";"2018-02-11";"3.88"
"08046X0014/F";"2018-02-12";"3.87"
"08046X0014/F";"2018-02-13";"3.91"
"08046X0014/F";"2018-02-14";"3.92"
"08046X0014/F";"2018-02-15";"3.93"
"08046X0014/F";"2018-02-16";"3.94"
"08046X0014/F";"2018-02-17";"3.94"
"08046X0014/F";"2018-02-18";"3.94"
"08046X0014/F";"2018-02-19";"3.95"
"08046X0014/F";"2018-02-20";"3.95"
"08046X0014/F";"2018-02-21";"3.95"
"08046X0014/F";"2018-02-22";"3.94"
"08046X0014/F";"2018-02-23";"3.93"
"08046X0014/F";"2018-02-24";"3.92"
"08046X0014/F";"2018-02-25";"3.91"
"08046X0014/F";"2018-02-26";"3.9"
"08046X0014/F";"2018-02-27";"3.9"
"08046X0014/F";"2018-02-28";"3.95"
"08046X0014/F";"2018-03-01";"3.98"
"08046X0014/F";"2018-03-02";"3.99"
"08046X0014/F";"2018-03-03";"3.99"
"08046X0014/F";"2018-03-04";"3.99"
"08046X0014/F";"2018-03-05";"3.99"
"08046X0014/F";"2018-03-06";"3.97"
"08046X0014/F";"2018-03-07";"3.96"
"08046X0014/F";"2018-03-08";"3.93"
"08046X0014/F";"2018-03-09";"3.92"
"08046X0014/F";"2018-03-10";"3.91"
"08046X0014/F";"2018-03-11";"3.92"
"08046X0014/F";"2018-03-12";"3.93"
"08046X0014/F";"2018-03-13";"3.91"
"08046X0014/F";"2018-03-14";"3.95"
"08046X0014/F";"2018-03-15";"3.97"
"08046X0014/F";"2018-03-16";"3.97"
"08046X0014/F";"2018-03-17";"3.98"
"08046X0014/F";"2018-03-18";"3.98"
"08046X0014/F";"2018-03-19";"3.98"
"08046X0014/F";"2018-03-20";"3.97"
"08046X0014/F";"2018-03-21";"3.92"
"08046X0014/F";"2018-03-22";"3.91"
"08046X0014/F";"2018-03-23";"3.93"
"08046X0014/F";"2018-03-24";"3.95"
"08046X0014/F";"2018-03-25";"3.94"
"08046X0014/F";"2018-03-26";"3.92"
"08046X0014/F";"2018-03-27";"3.92"
"08046X0014/F";"2018-03-28";"3.96"
"08046X0014/F";"2018-03-29";"3.99"
"08046X0014/F";"2018-03-30";"4.01"
"08046X0014/F";"2018-03-31";"4.0"
"08046X0014/F";"2018-04-01";"3.98"
"08046X0014/F";"2018-04-02";"3.99"
"08046X0014/F";"2018-04-03";"3.98"
"08046X0014/F";"2018-04-04";"3.99"
"08046X0014/F";"2018-04-05";"3.96"
"08046X0014/F";"2018-04-06";"3.95"
"08046X0014/F";"2018-04-07";"3.94"
"08046X0014/F";"2018-04-08";"3.94"
"08046X0014/F";"2018-04-09";"3.93"
"08046X0014/F";"2018-04-10";"3.94"
"08046X0014/F";"2018-04-11";"3.96"
"08046X0014/F";"2018-04-12";"3.96"
"08046X0014/F";"2018-04-13";"3.96"
"08046X0014/F";"2018-04-14";"3.95"
"08046X0014/F";"2018-04-15";"3.95"
"08046X0014/F";"2018-04-16";"3.95"
"08046X0014/F";"2018-04-17";"3.94"
"08046X0014/F";"2018-04-18";"3.93"
"08046X0014/F";"2018-04-19";"3.94"
"08046X0014/F";"2018-04-20";"3.93"
"08046X0014/F";"2018-04-21";"3.92"
"08046X0014/F";"2018-04-22";"3.91"
"08046X0014/F";"2018-04-23";"3.9"
"08046X0014/F";"2018-04-24";"3.89"
"08046X0014/F";"2018-04-25";"3.89"
"08046X0014/F";"2018-04-26";"3.89"
"08046X0014/F";"2018-04-27";"3.9"
"08046X0014/F";"2018-04-28";"3.92"
"08046X0014/F";"2018-04-29";"3.94"
"08046X0014/F";"2018-04-30";"3.94"
"08046X0014/F";"2018-05-01";"3.94"
"08046X0014/F";"2018-05-02";"3.94"
"08046X0014/F";"2018-05-03";"3.93"
"08046X0014/F";"2018-05-04";"3.91"
"08046X0014/F";"2018-05-05";"3.9"
"08046X0014/F";"2018-05-06";"3.89"
"08046X0014/F";"2018-05-07";"3.88"
"08046X0014/F";"2018-05-08";"3.87"
"08046X0014/F";"2018-05-09";"3.87"
"08046X0014/F";"2018-05-10";"3.87"
"08046X0014/F";"2018-05-11";"3.87"
"08046X0014/F";"2018-05-12";"3.89"
"08046X0014/F";"2018-05-13";"3.89"
"08046X0014/F";"2018-05-14";"3.9"
"08046X0014/F";"2018-05-15";"3.9"
"08046X0014/F";"2018-05-16";"3.9"
"08046X0014/F";"2018-05-17";"3.9"
"08046X0014/F";"2018-05-18";"3.9"
"08046X0014/F";"2018-05-19";"3.89"
"08046X0014/F";"2018-05-20";"3.88"
"08046X0014/F";"2018-05-21";"3.87"
"08046X0014/F";"2018-05-22";"3.86"
"08046X0014/F";"2018-05-23";"3.85"
"08046X0014/F";"2018-05-24";"3.84"
"08046X0014/F";"2018-05-25";"3.85"
"08046X0014/F";"2018-05-26";"3.86"
"08046X0014/F";"2018-05-27";"3.86"
"08046X0014/F";"2018-05-28";"3.86"
"08046X0014/F";"2018-05-29";"3.86"
"08046X0014/F";"2018-05-30";"3.86"
"08046X0014/F";"2018-05-31";"3.87"
"08046X0014/F";"2018-06-01";"3.87"
"08046X0014/F";"2018-06-02";"3.85"
"08046X0014/F";"2018-06-03";"3.85"
"08046X0014/F";"2018-06-04";"3.85"
"08046X0014/F";"2018-06-05";"3.86"
"08046X0014/F";"2018-06-06";"3.86"
"08046X0014/F";"2018-06-07";"3.85"
"08046X0014/F";"2018-06-08";"3.84"
"08046X0014/F";"2018-06-09";"3.85"
"08046X0014/F";"2018-06-10";"3.85"
"08046X0014/F";"2018-06-11";"3.9"
"08046X0014/F";"2018-06-12";"3.91"
"08046X0014/F";"2018-06-13";"3.89"
"08046X0014/F";"2018-06-14";"3.89"
"08046X0014/F";"2018-06-15";"3.89"
"08046X0014/F";"2018-06-16";"3.88"
"08046X0014/F";"2018-06-17";"3.87"
"08046X0014/F";"2018-06-18";"3.86"
"08046X0014/F";"2018-06-19";"3.84"
"08046X0014/F";"2018-06-20";"3.84"
"08046X0014/F";"2018-06-21";"3.83"
"08046X0014/F";"2018-06-22";"3.81"
"08046X0014/F";"2018-06-23";"3.8"
"08046X0014/F";"2018-06-24";"3.8"
"08046X0014/F";"2018-06-25";"3.8"
"08046X0014/F";"2018-06-26";"3.8"
"08046X0014/F";"2018-06-27";"3.8"
"08046X0014/F";"2018-06-28";"3.8"
"08046X0014/F";"2018-06-29";"3.8"
"08046X0014/F";"2018-06-30";"3.8"
"08046X0014/F";"2018-07-01";"3.8"
"08046X0014/F";"2018-07-02";"3.79"
"08046X0014/F";"2018-07-03";"3.78"
"08046X0014/F";"2018-07-04";"3.77"
"08046X0014/F";"2018-07-05";"3.79"
"08046X0014/F";"2018-07-06";"3.78"
"08046X0014/F";"2018-07-07";"3.78"
"08046X0014/F";"2018-07-08";"3.77"
"08046X0014/F";"2018-07-09";"3.77"
"08046X0014/F";"2018-07-10";"3.78"
"08046X0014/F";"2018-07-11";"3.78"
"08046X0014/F";"2018-07-12";"3.77"
"08046X0014/F";"2018-07-13";"3.77"
"08046X0014/F";"2018-07-14";"3.77"
"08046X0014/F";"2018-07-15";"3.77"
"08046X0014/F";"2018-07-16";"3.77"
"08046X0014/F";"2018-07-17";"3.76"
"08046X0014/F";"2018-07-18";"3.75"
"08046X0014/F";"2018-07-19";"3.74"
"08046X0014/F";"2018-07-20";"3.73"
"08046X0014/F";"2018-07-21";"3.71"
"08046X0014/F";"2018-07-22";"3.71"
"08046X0014/F";"2018-07-23";"3.71"
"08046X0014/F";"2018-07-24";"3.71"
"08046X0014/F";"2018-07-25";"3.7"
"08046X0014/F";"2018-07-26";"3.7"
"08046X0014/F";"2018-07-27";"3.7"
"08046X0014/F";"2018-07-28";"3.69"
"08046X0014/F";"2018-07-29";"3.69"
"08046X0014/F";"2018-07-30";"3.68"
"08046X0014/F";"2018-07-31";"3.68"
"08046X0014/F";"2018-08-01";"3.67"
"08046X0014/F";"2018-08-02";"3.66"
"08046X0014/F";"2018-08-03";"3.66"
"08046X0014/F";"2018-08-04";"3.65"
"08046X0014/F";"2018-08-05";"3.64"
"08046X0014/F";"2018-08-06";"3.64"
"08046X0014/F";"2018-08-07";"3.64"
"08046X0014/F";"2018-08-08";"3.65"
"08046X0014/F";"2018-08-09";"3.65"
"08046X0014/F";"2018-08-10";"3.64"
"08046X0014/F";"2018-08-11";"3.64"
"08046X0014/F";"2018-08-12";"3.65"
"08046X0014/F";"2018-08-13";"3.65"
"08046X0014/F";"2018-08-14";"3.65"
"08046X0014/F";"2018-08-15";"3.63"
"08046X0014/F";"2018-08-16";"3.63"
"08046X0014/F";"2018-08-17";"3.61"
"08046X0014/F";"2018-08-18";"3.59"
"08046X0014/F";"2018-08-19";"3.57"
"08046X0014/F";"2018-08-20";"3.57"
"08046X0014/F";"2018-08-21";"3.57"
"08046X0014/F";"2018-08-22";"3.58"
"08046X0014/F";"2018-08-23";"3.57"
"08046X0014/F";"2018-08-24";"3.57"
"08046X0014/F";"2018-08-25";"3.57"
"08046X0014/F";"2018-08-26";"3.58"
"08046X0014/F";"2018-08-27";"3.58"
"08046X0014/F";"2018-08-28";"3.58"
"08046X0014/F";"2018-08-29";"3.61"
"08046X0014/F";"2018-08-30";"3.57"
"08046X0014/F";"2018-08-31";"3.56"
"08046X0014/F";"2018-09-01";"3.56"
"08046X0014/F";"2018-09-02";"3.55"
"08046X0014/F";"2018-09-03";"3.56"
"08046X0014/F";"2018-09-04";"3.55"
"08046X0014/F";"2018-09-05";"3.56"
"08046X0014/F";"2018-09-06";"3.6"
"08046X0014/F";"2018-09-07";"3.66"
"08046X0014/F";"2018-09-08";"3.58"
"08046X0014/F";"2018-09-09";"3.57"
"08046X0014/F";"2018-09-10";"3.57"
"08046X0014/F";"2018-09-11";"3.57"
"08046X0014/F";"2018-09-12";"3.57"
"08046X0014/F";"2018-09-13";"3.57"
"08046X0014/F";"2018-09-14";"3.56"
"08046X0014/F";"2018-09-15";"3.54"
"08046X0014/F";"2018-09-16";"3.53"
"08046X0014/F";"2018-09-17";"3.53"
"08046X0014/F";"2018-09-18";"3.53"
"08046X0014/F";"2018-09-19";"3.52"
"08046X0014/F";"2018-09-20";"3.53"
"08046X0014/F";"2018-09-21";"3.51"
"08046X0014/F";"2018-09-22";"3.44"
"08046X0014/F";"2018-09-23";"3.45"
"08046X0014/F";"2018-09-24";"3.44"
"08046X0014/F";"2018-09-25";"3.45"
"08046X0014/F";"2018-09-26";"3.45"
"08046X0014/F";"2018-09-27";"3.45"
"08046X0014/F";"2018-09-28";"3.39"
"08046X0014/F";"2018-09-29";"3.33"
"08046X0014/F";"2018-09-30";"3.26"
"08046X0014/F";"2018-10-01";"3.15"
"08046X0014/F";"2018-10-02";"3.04"
"08046X0014/F";"2018-10-03";"2.97"
"08046X0014/F";"2018-10-04";"2.97"
"08046X0014/F";"2018-10-05";"2.93"
"08046X0014/F";"2018-10-06";"2.87"
"08046X0014/F";"2018-10-07";"2.91"
"08046X0014/F";"2018-10-08";"2.97"
"08046X0014/F";"2018-10-09";"2.96"
"08046X0014/F";"2018-10-10";"3.07"
"08046X0014/F";"2018-10-11";"3.09"
"08046X0014/F";"2018-10-12";"3.11"
"08046X0014/F";"2018-10-13";"3.14"
"08046X0014/F";"2018-10-14";"3.19"
"08046X0014/F";"2018-10-15";"3.26"
"08046X0014/F";"2018-10-16";"3.35"
"08046X0014/F";"2018-10-17";"3.35"
"08046X0014/F";"2018-10-18";"3.33"
"08046X0014/F";"2018-10-19";"3.43"
"08046X0014/F";"2018-10-20";"3.48"
"08046X0014/F";"2018-10-21";"3.43"
"08046X0014/F";"2018-10-22";"3.5"
"08046X0014/F";"2018-10-23";"3.44"
"08046X0014/F";"2018-10-24";"3.31"
"08046X0014/F";"2018-10-25";"3.13"
"08046X0014/F";"2018-10-26";"3.03"
"08046X0014/F";"2018-10-27";"3.0"
"08046X0014/F";"2018-10-28";"3.07"
"08046X0014/F";"2018-10-29";"3.11"
"08046X0014/F";"2018-10-30";"3.14"
"08046X0014/F";"2018-10-31";"3.16"
"08046X0014/F";"2018-11-01";"3.23"
"08046X0014/F";"2018-11-02";"3.38"
"08046X0014/F";"2018-11-03";"3.49"
"08046X0014/F";"2018-11-04";"3.38"
"08046X0014/F";"2018-11-05";"3.27"
"08046X0014/F";"2018-11-06";"3.32"
"08046X0014/F";"2018-11-07";"3.45"
"08046X0014/F";"2018-11-08";"3.46"
"08046X0014/F";"2018-11-09";"3.39"
"08046X0014/F";"2018-11-10";"3.35"
"08046X0014/F";"2018-11-11";"3.37"
"08046X0014/F";"2018-11-12";"3.44"
"08046X0014/F";"2018-11-13";"3.5"
"08046X0014/F";"2018-11-14";"3.54"
"08046X0014/F";"2018-11-15";"3.5"
"08046X0014/F";"2018-11-16";"3.43"
"08046X0014/F";"2018-11-17";"4.17"
"08046X0014/F";"2018-11-18";"3.78"
"08046X0014/F";"2019-01-14";"3.49"
"08046X0014/F";"2019-01-15";"3.49"
"08046X0014/F";"2019-01-16";"3.51"
"08046X0014/F";"2019-01-17";"3.52"
"08046X0014/F";"2019-01-18";"3.53"
"08046X0014/F";"2019-01-19";"3.55"
"08046X0014/F";"2019-01-20";"3.55"
"08046X0014/F";"2019-01-21";"3.54"
"08046X0014/F";"2019-01-22";"3.57"
"08046X0014/F";"2019-01-23";"3.6"
"08046X0014/F";"2019-01-24";"3.59"
"08046X0014/F";"2019-01-25";"3.57"
"08046X0014/F";"2019-01-26";"3.57"
"08046X0014/F";"2019-01-27";"3.59"
"08046X0014/F";"2019-01-28";"3.57"
"08046X0014/F";"2019-01-29";"3.59"
"08046X0014/F";"2019-01-30";"3.6"
"08046X0014/F";"2019-01-31";"3.66"
"08046X0014/F";"2019-02-01";"3.69"
"08046X0014/F";"2019-02-02";"3.69"
"08046X0014/F";"2019-02-03";"3.64"
"08046X0014/F";"2019-02-04";"3.62"
"08046X0014/F";"2019-02-05";"3.62"
"08046X0014/F";"2019-02-06";"3.63"
"08046X0014/F";"2019-02-07";"3.64"
"08046X0014/F";"2019-02-08";"3.64"
"08046X0014/F";"2019-02-09";"3.63"
"08046X0014/F";"2019-02-10";"3.64"
"08046X0014/F";"2019-02-11";"3.62"
"08046X0014/F";"2019-02-12";"3.59"
"08046X0014/F";"2019-02-13";"3.59"
"08046X0014/F";"2019-02-14";"3.59"
"08046X0014/F";"2019-02-15";"3.6"
"08046X0014/F";"2019-02-16";"3.61"
"08046X0014/F";"2019-02-17";"3.63"
"08046X0014/F";"2019-02-18";"3.64"
"08046X0014/F";"2019-02-19";"3.64"
"08046X0014/F";"2019-02-20";"3.65"
"08046X0014/F";"2019-02-21";"3.65"
"08046X0014/F";"2019-02-22";"3.64"
"08046X0014/F";"2019-02-23";"3.64"
"08046X0014/F";"2019-02-24";"3.63"
"08046X0014/F";"2019-02-25";"3.61"
"08046X0014/F";"2019-02-26";"3.6"
"08046X0014/F";"2019-02-27";"3.59"
"08046X0014/F";"2019-02-28";"3.59"
"08046X0014/F";"2019-03-01";"3.59"
"08046X0014/F";"2019-03-02";"3.61"
"08046X0014/F";"2019-03-03";"3.64"
"08046X0014/F";"2019-03-04";"3.65"
"08046X0014/F";"2019-03-05";"3.65"
"08046X0014/F";"2019-03-06";"3.67"
"08046X0014/F";"2019-03-07";"3.68"
"08046X0014/F";"2019-03-08";"3.65"
"08046X0014/F";"2019-03-09";"3.64"
"08046X0014/F";"2019-03-10";"3.64"
"08046X0014/F";"2019-03-11";"3.63"
"08046X0014/F";"2019-03-12";"3.63"
"08046X0014/F";"2019-03-13";"3.63"
"08046X0014/F";"2019-03-14";"3.62"
"08046X0014/F";"2019-03-15";"3.62"
"08046X0014/F";"2019-03-16";"3.64"
"08046X0014/F";"2019-03-17";"3.65"
"08046X0014/F";"2019-03-18";"3.61"
