"code_bss";"date_mesure";"niveau_nappe_eau"
"12287X0117/PIB-5D";"2011-11-13";"3.63"
"12287X0117/PIB-5D";"2011-11-14";"3.66"
"12287X0117/PIB-5D";"2011-11-15";"3.63"
"12287X0117/PIB-5D";"2011-11-16";"3.62"
"12287X0117/PIB-5D";"2011-11-17";"3.64"
"12287X0117/PIB-5D";"2011-11-18";"3.64"
"12287X0117/PIB-5D";"2011-11-19";"3.61"
"12287X0117/PIB-5D";"2011-11-20";"3.64"
"12287X0117/PIB-5D";"2011-11-21";"3.67"
"12287X0117/PIB-5D";"2011-11-22";"3.64"
"12287X0117/PIB-5D";"2011-11-23";"3.62"
"12287X0117/PIB-5D";"2011-11-24";"3.59"
"12287X0117/PIB-5D";"2011-11-25";"3.58"
"12287X0117/PIB-5D";"2011-11-26";"3.57"
"12287X0117/PIB-5D";"2011-11-27";"3.57"
"12287X0117/PIB-5D";"2011-11-28";"3.6"
"12287X0117/PIB-5D";"2011-11-29";"3.57"
"12287X0117/PIB-5D";"2011-11-30";"3.56"
"12287X0117/PIB-5D";"2011-12-01";"3.58"
"12287X0117/PIB-5D";"2012-02-28";"3.6"
"12287X0117/PIB-5D";"2012-02-29";"3.63"
"12287X0117/PIB-5D";"2012-03-01";"3.64"
"12287X0117/PIB-5D";"2012-03-02";"3.66"
"12287X0117/PIB-5D";"2012-03-03";"3.66"
"12287X0117/PIB-5D";"2012-03-04";"3.62"
"12287X0117/PIB-5D";"2012-03-05";"3.61"
"12287X0117/PIB-5D";"2012-03-06";"3.65"
"12287X0117/PIB-5D";"2012-03-07";"3.65"
"12287X0117/PIB-5D";"2012-03-08";"3.66"
"12287X0117/PIB-5D";"2012-03-09";"3.7"
"12287X0117/PIB-5D";"2012-03-10";"3.68"
"12287X0117/PIB-5D";"2012-03-11";"3.68"
"12287X0117/PIB-5D";"2012-03-12";"3.67"
"12287X0117/PIB-5D";"2012-03-13";"3.61"
"12287X0117/PIB-5D";"2012-03-14";"3.65"
"12287X0117/PIB-5D";"2012-03-15";"3.66"
"12287X0117/PIB-5D";"2012-03-16";"3.65"
"12287X0117/PIB-5D";"2012-03-17";"3.64"
"12287X0117/PIB-5D";"2012-03-18";"3.53"
"12287X0117/PIB-5D";"2012-03-19";"3.51"
"12287X0117/PIB-5D";"2012-03-20";"3.51"
"12287X0117/PIB-5D";"2012-03-21";"3.49"
"12287X0117/PIB-5D";"2012-03-22";"3.47"
"12287X0117/PIB-5D";"2012-03-23";"3.5"
"12287X0117/PIB-5D";"2012-03-24";"3.45"
"12287X0117/PIB-5D";"2012-03-25";"3.52"
"12287X0117/PIB-5D";"2012-03-26";"3.58"
"12287X0117/PIB-5D";"2012-03-27";"3.53"
"12287X0117/PIB-5D";"2012-03-28";"3.52"
"12287X0117/PIB-5D";"2012-03-29";"3.56"
"12287X0117/PIB-5D";"2012-03-30";"3.55"
"12287X0117/PIB-5D";"2012-03-31";"3.55"
"12287X0117/PIB-5D";"2012-04-01";"3.55"
"12287X0117/PIB-5D";"2012-04-02";"3.57"
"12287X0117/PIB-5D";"2012-04-03";"3.6"
"12287X0117/PIB-5D";"2012-04-04";"3.59"
"12287X0117/PIB-5D";"2012-04-05";"3.59"
"12287X0117/PIB-5D";"2012-04-06";"3.57"
"12287X0117/PIB-5D";"2012-04-07";"3.54"
"12287X0117/PIB-5D";"2012-04-11";"3.6"
"12287X0117/PIB-5D";"2012-04-12";"3.57"
"12287X0117/PIB-5D";"2012-04-13";"3.56"
"12287X0117/PIB-5D";"2012-04-14";"3.55"
"12287X0117/PIB-5D";"2012-04-15";"3.54"
"12287X0117/PIB-5D";"2012-04-17";"3.59"
"12287X0117/PIB-5D";"2012-04-18";"3.59"
"12287X0117/PIB-5D";"2012-04-19";"3.58"
"12287X0117/PIB-5D";"2012-04-20";"3.57"
"12287X0117/PIB-5D";"2012-04-21";"3.53"
"12287X0117/PIB-5D";"2012-04-22";"3.61"
"12287X0117/PIB-5D";"2012-04-23";"3.62"
"12287X0117/PIB-5D";"2012-04-24";"3.63"
"12287X0117/PIB-5D";"2012-04-25";"3.63"
"12287X0117/PIB-5D";"2012-04-26";"3.63"
"12287X0117/PIB-5D";"2012-04-27";"3.6"
"12287X0117/PIB-5D";"2012-04-28";"3.63"
"12287X0117/PIB-5D";"2012-04-29";"3.64"
"12287X0117/PIB-5D";"2012-04-30";"3.64"
"12287X0117/PIB-5D";"2012-05-01";"3.66"
"12287X0117/PIB-5D";"2012-05-02";"3.66"
"12287X0117/PIB-5D";"2012-05-03";"3.65"
"12287X0117/PIB-5D";"2012-05-04";"3.66"
"12287X0117/PIB-5D";"2012-05-05";"3.62"
"12287X0117/PIB-5D";"2012-05-06";"3.62"
"12287X0117/PIB-5D";"2012-05-07";"3.61"
"12287X0117/PIB-5D";"2012-05-08";"3.57"
"12287X0117/PIB-5D";"2012-05-09";"3.63"
"12287X0117/PIB-5D";"2012-05-10";"3.65"
"12287X0117/PIB-5D";"2012-05-11";"3.69"
"12287X0117/PIB-5D";"2012-05-12";"3.63"
"12287X0117/PIB-5D";"2012-05-13";"3.68"
"12287X0117/PIB-5D";"2012-05-14";"3.71"
"12287X0117/PIB-5D";"2012-05-15";"3.68"
"12287X0117/PIB-5D";"2012-05-16";"3.65"
"12287X0117/PIB-5D";"2012-05-17";"3.63"
"12287X0117/PIB-5D";"2012-05-18";"3.64"
"12287X0117/PIB-5D";"2012-05-19";"3.68"
"12287X0117/PIB-5D";"2012-05-20";"3.68"
"12287X0117/PIB-5D";"2012-05-21";"3.67"
"12287X0117/PIB-5D";"2012-05-22";"3.66"
"12287X0117/PIB-5D";"2012-05-23";"3.66"
"12287X0117/PIB-5D";"2012-05-24";"3.67"
"12287X0117/PIB-5D";"2012-05-25";"3.68"
"12287X0117/PIB-5D";"2012-05-26";"3.66"
"12287X0117/PIB-5D";"2012-05-27";"3.65"
"12287X0117/PIB-5D";"2012-05-28";"3.64"
"12287X0117/PIB-5D";"2012-05-29";"3.63"
"12287X0117/PIB-5D";"2012-05-30";"3.62"
"12287X0117/PIB-5D";"2012-05-31";"3.61"
"12287X0117/PIB-5D";"2012-06-01";"3.61"
"12287X0117/PIB-5D";"2012-06-02";"3.64"
"12287X0117/PIB-5D";"2012-06-03";"3.67"
"12287X0117/PIB-5D";"2012-06-04";"3.67"
"12287X0117/PIB-5D";"2012-06-05";"3.58"
"12287X0117/PIB-5D";"2012-06-06";"3.57"
"12287X0117/PIB-5D";"2012-06-07";"3.65"
"12287X0117/PIB-5D";"2012-06-08";"3.68"
"12287X0117/PIB-5D";"2012-06-10";"3.68"
"12287X0117/PIB-5D";"2012-06-11";"3.67"
"12287X0117/PIB-5D";"2012-06-12";"3.66"
"12287X0117/PIB-5D";"2012-06-13";"3.66"
"12287X0117/PIB-5D";"2012-06-14";"3.68"
"12287X0117/PIB-5D";"2012-06-15";"3.68"
"12287X0117/PIB-5D";"2012-06-16";"3.68"
"12287X0117/PIB-5D";"2012-06-17";"3.67"
"12287X0117/PIB-5D";"2012-06-18";"3.66"
"12287X0117/PIB-5D";"2012-06-19";"3.66"
"12287X0117/PIB-5D";"2012-06-20";"3.66"
"12287X0117/PIB-5D";"2012-06-21";"3.67"
"12287X0117/PIB-5D";"2012-06-22";"3.68"
"12287X0117/PIB-5D";"2012-06-23";"3.69"
"12287X0117/PIB-5D";"2012-06-24";"3.7"
"12287X0117/PIB-5D";"2012-06-25";"3.71"
"12287X0117/PIB-5D";"2012-06-26";"3.7"
"12287X0117/PIB-5D";"2012-06-27";"3.71"
"12287X0117/PIB-5D";"2012-06-28";"3.71"
"12287X0117/PIB-5D";"2012-06-29";"3.72"
"12287X0117/PIB-5D";"2012-06-30";"3.71"
"12287X0117/PIB-5D";"2012-07-01";"3.73"
"12287X0117/PIB-5D";"2012-07-02";"3.74"
"12287X0117/PIB-5D";"2012-07-03";"3.74"
"12287X0117/PIB-5D";"2012-07-04";"3.73"
"12287X0117/PIB-5D";"2012-07-05";"3.73"
"12287X0117/PIB-5D";"2012-07-06";"3.71"
"12287X0117/PIB-5D";"2012-07-07";"3.72"
"12287X0117/PIB-5D";"2012-07-10";"3.69"
"12287X0117/PIB-5D";"2012-07-11";"3.7"
"12287X0117/PIB-5D";"2012-07-12";"3.71"
"12287X0117/PIB-5D";"2012-07-13";"3.72"
"12287X0117/PIB-5D";"2012-07-14";"3.72"
"12287X0117/PIB-5D";"2012-07-15";"3.72"
"12287X0117/PIB-5D";"2012-07-16";"3.71"
"12287X0117/PIB-5D";"2012-07-17";"3.7"
"12287X0117/PIB-5D";"2012-07-18";"3.71"
"12287X0117/PIB-5D";"2012-07-19";"3.64"
"12287X0117/PIB-5D";"2012-07-21";"3.56"
"12287X0117/PIB-5D";"2012-07-22";"3.57"
"12287X0117/PIB-5D";"2012-07-23";"3.61"
"12287X0117/PIB-5D";"2012-07-24";"3.63"
"12287X0117/PIB-5D";"2012-07-25";"3.62"
"12287X0117/PIB-5D";"2012-07-26";"3.58"
"12287X0117/PIB-5D";"2012-07-27";"3.58"
"12287X0117/PIB-5D";"2012-07-28";"3.57"
"12287X0117/PIB-5D";"2012-07-29";"3.59"
"12287X0117/PIB-5D";"2012-07-30";"3.59"
"12287X0117/PIB-5D";"2012-08-01";"3.61"
"12287X0117/PIB-5D";"2012-08-02";"3.62"
"12287X0117/PIB-5D";"2012-08-03";"3.63"
"12287X0117/PIB-5D";"2012-08-04";"3.64"
"12287X0117/PIB-5D";"2012-08-05";"3.61"
"12287X0117/PIB-5D";"2012-08-06";"3.65"
"12287X0117/PIB-5D";"2012-08-07";"3.65"
"12287X0117/PIB-5D";"2012-08-08";"3.65"
"12287X0117/PIB-5D";"2012-08-09";"3.66"
"12287X0117/PIB-5D";"2012-08-10";"3.68"
"12287X0117/PIB-5D";"2012-08-11";"3.69"
"12287X0117/PIB-5D";"2012-08-12";"3.69"
"12287X0117/PIB-5D";"2012-08-13";"3.69"
"12287X0117/PIB-5D";"2012-08-14";"3.66"
"12287X0117/PIB-5D";"2012-08-15";"3.66"
"12287X0117/PIB-5D";"2012-08-16";"3.69"
"12287X0117/PIB-5D";"2012-08-17";"3.68"
"12287X0117/PIB-5D";"2012-08-18";"3.65"
"12287X0117/PIB-5D";"2012-08-19";"3.68"
"12287X0117/PIB-5D";"2012-08-20";"3.69"
"12287X0117/PIB-5D";"2012-08-21";"3.65"
"12287X0117/PIB-5D";"2012-08-22";"3.63"
"12287X0117/PIB-5D";"2012-08-24";"3.58"
"12287X0117/PIB-5D";"2012-08-25";"3.58"
"12287X0117/PIB-5D";"2012-08-27";"3.64"
"12287X0117/PIB-5D";"2012-08-28";"3.6"
"12287X0117/PIB-5D";"2012-08-29";"3.61"
"12287X0117/PIB-5D";"2012-08-30";"3.6"
"12287X0117/PIB-5D";"2012-08-31";"3.61"
"12287X0117/PIB-5D";"2012-09-01";"3.61"
"12287X0117/PIB-5D";"2012-09-02";"3.62"
"12287X0117/PIB-5D";"2012-09-03";"3.62"
"12287X0117/PIB-5D";"2012-09-04";"3.62"
"12287X0117/PIB-5D";"2012-09-05";"3.62"
"12287X0117/PIB-5D";"2012-09-06";"3.62"
"12287X0117/PIB-5D";"2012-09-07";"3.59"
"12287X0117/PIB-5D";"2012-09-08";"3.61"
"12287X0117/PIB-5D";"2012-09-09";"3.62"
"12287X0117/PIB-5D";"2012-09-10";"3.63"
"12287X0117/PIB-5D";"2012-09-11";"3.62"
"12287X0117/PIB-5D";"2012-09-12";"3.61"
"12287X0117/PIB-5D";"2012-09-13";"3.61"
"12287X0117/PIB-5D";"2012-09-14";"3.62"
"12287X0117/PIB-5D";"2012-09-15";"3.62"
"12287X0117/PIB-5D";"2012-09-16";"3.65"
"12287X0117/PIB-5D";"2012-09-17";"3.65"
"12287X0117/PIB-5D";"2012-09-18";"3.63"
"12287X0117/PIB-5D";"2012-09-19";"3.64"
"12287X0117/PIB-5D";"2012-09-20";"3.63"
"12287X0117/PIB-5D";"2012-09-21";"3.62"
"12287X0117/PIB-5D";"2012-09-22";"3.59"
"12287X0117/PIB-5D";"2012-09-23";"3.6"
"12287X0117/PIB-5D";"2012-09-24";"3.63"
"12287X0117/PIB-5D";"2012-09-26";"3.58"
"12287X0117/PIB-5D";"2012-09-27";"3.57"
"12287X0117/PIB-5D";"2012-09-28";"3.55"
"12287X0117/PIB-5D";"2012-09-29";"3.55"
"12287X0117/PIB-5D";"2012-09-30";"3.57"
"12287X0117/PIB-5D";"2012-10-01";"3.57"
"12287X0117/PIB-5D";"2012-10-02";"3.54"
"12287X0117/PIB-5D";"2012-10-03";"3.52"
"12287X0117/PIB-5D";"2012-10-04";"3.54"
"12287X0117/PIB-5D";"2012-10-05";"3.52"
"12287X0117/PIB-5D";"2012-10-06";"3.49"
"12287X0117/PIB-5D";"2012-10-07";"3.54"
"12287X0117/PIB-5D";"2012-10-08";"3.57"
"12287X0117/PIB-5D";"2012-10-09";"3.54"
"12287X0117/PIB-5D";"2012-10-10";"3.59"
"12287X0117/PIB-5D";"2012-10-11";"3.59"
"12287X0117/PIB-5D";"2012-10-12";"3.56"
"12287X0117/PIB-5D";"2012-10-13";"3.54"
"12287X0117/PIB-5D";"2012-10-14";"3.54"
"12287X0117/PIB-5D";"2012-10-15";"3.59"
"12287X0117/PIB-5D";"2012-10-16";"3.56"
"12287X0117/PIB-5D";"2012-10-17";"3.57"
"12287X0117/PIB-5D";"2012-10-18";"3.57"
"12287X0117/PIB-5D";"2012-10-19";"3.56"
"12287X0117/PIB-5D";"2012-10-20";"3.54"
"12287X0117/PIB-5D";"2012-10-21";"3.56"
"12287X0117/PIB-5D";"2012-10-22";"3.61"
"12287X0117/PIB-5D";"2012-10-23";"3.59"
"12287X0117/PIB-5D";"2012-10-24";"3.6"
"12287X0117/PIB-5D";"2012-10-25";"3.59"
"12287X0117/PIB-5D";"2012-10-26";"3.63"
"12287X0117/PIB-5D";"2012-10-27";"3.6"
"12287X0117/PIB-5D";"2012-10-28";"3.59"
"12287X0117/PIB-5D";"2012-10-29";"3.6"
"12287X0117/PIB-5D";"2012-10-30";"3.56"
"12287X0117/PIB-5D";"2012-10-31";"3.59"
"12287X0117/PIB-5D";"2012-11-01";"3.61"
"12287X0117/PIB-5D";"2012-11-02";"3.59"
"12287X0117/PIB-5D";"2012-11-03";"3.56"
"12287X0117/PIB-5D";"2012-11-04";"3.64"
"12287X0117/PIB-5D";"2012-11-05";"3.65"
"12287X0117/PIB-5D";"2012-11-06";"3.63"
"12287X0117/PIB-5D";"2012-11-07";"3.64"
"12287X0117/PIB-5D";"2012-11-08";"3.65"
"12287X0117/PIB-5D";"2012-11-09";"3.64"
"12287X0117/PIB-5D";"2012-11-10";"3.59"
"12287X0117/PIB-5D";"2012-11-11";"3.64"
"12287X0117/PIB-5D";"2012-11-12";"3.63"
"12287X0117/PIB-5D";"2012-11-13";"3.61"
"12287X0117/PIB-5D";"2012-11-14";"3.64"
"12287X0117/PIB-5D";"2012-11-15";"3.68"
"12287X0117/PIB-5D";"2012-11-16";"3.67"
"12287X0117/PIB-5D";"2012-11-17";"3.69"
"12287X0117/PIB-5D";"2012-11-18";"3.71"
"12287X0117/PIB-5D";"2012-11-19";"3.7"
"12287X0117/PIB-5D";"2012-11-20";"3.68"
"12287X0117/PIB-5D";"2012-11-21";"3.69"
"12287X0117/PIB-5D";"2012-11-22";"3.65"
"12287X0117/PIB-5D";"2012-11-23";"3.61"
"12287X0117/PIB-5D";"2012-11-24";"3.58"
"12287X0117/PIB-5D";"2012-11-25";"3.61"
"12287X0117/PIB-5D";"2012-11-26";"3.64"
"12287X0117/PIB-5D";"2012-11-27";"3.61"
"12287X0117/PIB-5D";"2012-11-28";"3.61"
"12287X0117/PIB-5D";"2012-11-29";"3.59"
"12287X0117/PIB-5D";"2012-11-30";"3.59"
"12287X0117/PIB-5D";"2012-12-01";"3.57"
"12287X0117/PIB-5D";"2012-12-02";"3.59"
"12287X0117/PIB-5D";"2012-12-03";"3.6"
"12287X0117/PIB-5D";"2012-12-04";"3.64"
"12287X0117/PIB-5D";"2012-12-05";"3.69"
"12287X0117/PIB-5D";"2012-12-06";"3.68"
"12287X0117/PIB-5D";"2012-12-07";"3.64"
"12287X0117/PIB-5D";"2012-12-08";"3.63"
"12287X0117/PIB-5D";"2012-12-09";"3.61"
"12287X0117/PIB-5D";"2012-12-10";"3.63"
"12287X0117/PIB-5D";"2012-12-11";"3.65"
"12287X0117/PIB-5D";"2012-12-12";"3.67"
"12287X0117/PIB-5D";"2012-12-13";"3.64"
"12287X0117/PIB-5D";"2012-12-14";"3.61"
"12287X0117/PIB-5D";"2012-12-15";"3.59"
"12287X0117/PIB-5D";"2012-12-16";"3.66"
"12287X0117/PIB-5D";"2012-12-17";"3.64"
"12287X0117/PIB-5D";"2012-12-18";"3.65"
"12287X0117/PIB-5D";"2012-12-19";"3.63"
"12287X0117/PIB-5D";"2012-12-20";"3.66"
"12287X0117/PIB-5D";"2012-12-21";"3.67"
"12287X0117/PIB-5D";"2012-12-22";"3.62"
"12287X0117/PIB-5D";"2012-12-23";"3.63"
"12287X0117/PIB-5D";"2012-12-24";"3.64"
"12287X0117/PIB-5D";"2012-12-25";"3.61"
"12287X0117/PIB-5D";"2012-12-26";"3.64"
"12287X0117/PIB-5D";"2012-12-27";"3.59"
"12287X0117/PIB-5D";"2012-12-28";"3.59"
"12287X0117/PIB-5D";"2012-12-29";"3.57"
"12287X0117/PIB-5D";"2012-12-30";"3.59"
"12287X0117/PIB-5D";"2012-12-31";"3.58"
"12287X0117/PIB-5D";"2013-01-01";"3.57"
"12287X0117/PIB-5D";"2013-01-02";"3.65"
"12287X0117/PIB-5D";"2013-01-03";"3.77"
"12287X0117/PIB-5D";"2013-01-04";"3.78"
"12287X0117/PIB-5D";"2013-01-05";"3.72"
"12287X0117/PIB-5D";"2013-01-06";"3.68"
"12287X0117/PIB-5D";"2013-01-07";"3.71"
"12287X0117/PIB-5D";"2013-01-08";"3.72"
"12287X0117/PIB-5D";"2013-01-09";"3.7"
"12287X0117/PIB-5D";"2013-01-10";"3.68"
"12287X0117/PIB-5D";"2013-01-11";"3.65"
"12287X0117/PIB-5D";"2013-01-12";"3.62"
"12287X0117/PIB-5D";"2013-01-13";"3.62"
"12287X0117/PIB-5D";"2013-01-14";"3.62"
"12287X0117/PIB-5D";"2013-01-15";"3.63"
"12287X0117/PIB-5D";"2013-01-16";"3.59"
"12287X0117/PIB-5D";"2013-01-17";"3.59"
"12287X0117/PIB-5D";"2013-01-18";"3.64"
"12287X0117/PIB-5D";"2013-01-19";"3.59"
"12287X0117/PIB-5D";"2013-01-20";"3.58"
"12287X0117/PIB-5D";"2013-01-21";"3.63"
"12287X0117/PIB-5D";"2013-01-22";"3.59"
"12287X0117/PIB-5D";"2013-01-23";"3.62"
"12287X0117/PIB-5D";"2013-01-24";"3.64"
"12287X0117/PIB-5D";"2013-01-25";"3.64"
"12287X0117/PIB-5D";"2013-01-26";"3.65"
"12287X0117/PIB-5D";"2013-01-27";"3.64"
"12287X0117/PIB-5D";"2013-01-28";"3.61"
"12287X0117/PIB-5D";"2013-01-29";"3.61"
"12287X0117/PIB-5D";"2013-01-30";"3.6"
"12287X0117/PIB-5D";"2013-01-31";"3.64"
"12287X0117/PIB-5D";"2013-02-01";"3.69"
"12287X0117/PIB-5D";"2013-02-02";"3.7"
"12287X0117/PIB-5D";"2013-02-03";"3.71"
"12287X0117/PIB-5D";"2013-02-04";"3.72"
"12287X0117/PIB-5D";"2013-02-05";"3.72"
"12287X0117/PIB-5D";"2013-02-06";"3.71"
"12287X0117/PIB-5D";"2013-02-07";"3.71"
"12287X0117/PIB-5D";"2013-02-08";"3.73"
"12287X0117/PIB-5D";"2013-02-09";"3.74"
"12287X0117/PIB-5D";"2013-02-10";"3.74"
"12287X0117/PIB-5D";"2013-02-11";"3.72"
"12287X0117/PIB-5D";"2013-02-12";"3.72"
"12287X0117/PIB-5D";"2013-02-13";"3.71"
"12287X0117/PIB-5D";"2013-02-14";"3.74"
"12287X0117/PIB-5D";"2013-02-15";"3.73"
"12287X0117/PIB-5D";"2013-02-16";"3.72"
"12287X0117/PIB-5D";"2013-02-17";"3.73"
"12287X0117/PIB-5D";"2013-02-18";"3.71"
"12287X0117/PIB-5D";"2013-02-19";"3.68"
"12287X0117/PIB-5D";"2013-02-20";"3.7"
"12287X0117/PIB-5D";"2013-02-21";"3.71"
"12287X0117/PIB-5D";"2013-02-22";"3.7"
"12287X0117/PIB-5D";"2013-02-23";"3.71"
"12287X0117/PIB-5D";"2013-02-24";"3.7"
"12287X0117/PIB-5D";"2013-02-25";"3.68"
"12287X0117/PIB-5D";"2013-02-26";"3.68"
"12287X0117/PIB-5D";"2013-02-27";"3.69"
"12287X0117/PIB-5D";"2013-02-28";"3.69"
"12287X0117/PIB-5D";"2013-03-01";"3.67"
"12287X0117/PIB-5D";"2013-03-02";"3.66"
"12287X0117/PIB-5D";"2013-03-03";"3.65"
"12287X0117/PIB-5D";"2013-03-04";"3.64"
"12287X0117/PIB-5D";"2013-03-05";"3.64"
"12287X0117/PIB-5D";"2013-03-06";"3.64"
"12287X0117/PIB-5D";"2013-03-07";"3.65"
"12287X0117/PIB-5D";"2013-03-08";"3.65"
"12287X0117/PIB-5D";"2013-03-09";"3.63"
"12287X0117/PIB-5D";"2013-03-10";"3.61"
"12287X0117/PIB-5D";"2013-03-11";"3.65"
"12287X0117/PIB-5D";"2013-03-12";"3.66"
"12287X0117/PIB-5D";"2013-03-13";"3.68"
"12287X0117/PIB-5D";"2013-03-14";"3.69"
"12287X0117/PIB-5D";"2013-03-15";"3.68"
"12287X0117/PIB-5D";"2013-03-16";"3.69"
"12287X0117/PIB-5D";"2013-03-17";"3.7"
"12287X0117/PIB-5D";"2013-03-18";"3.72"
"12287X0117/PIB-5D";"2013-03-19";"3.73"
"12287X0117/PIB-5D";"2013-03-20";"3.75"
"12287X0117/PIB-5D";"2013-03-21";"3.75"
"12287X0117/PIB-5D";"2013-03-22";"3.75"
"12287X0117/PIB-5D";"2013-03-23";"3.76"
"12287X0117/PIB-5D";"2013-03-24";"3.76"
"12287X0117/PIB-5D";"2013-03-25";"3.76"
"12287X0117/PIB-5D";"2013-03-26";"3.77"
"12287X0117/PIB-5D";"2013-03-27";"3.78"
"12287X0117/PIB-5D";"2013-03-28";"3.76"
"12287X0117/PIB-5D";"2013-03-29";"3.75"
"12287X0117/PIB-5D";"2013-03-30";"3.75"
"12287X0117/PIB-5D";"2013-03-31";"3.72"
"12287X0117/PIB-5D";"2013-04-01";"3.71"
"12287X0117/PIB-5D";"2013-04-02";"3.74"
"12287X0117/PIB-5D";"2013-04-03";"3.75"
"12287X0117/PIB-5D";"2013-04-04";"3.77"
"12287X0117/PIB-5D";"2013-04-05";"3.78"
"12287X0117/PIB-5D";"2013-04-06";"3.79"
"12287X0117/PIB-5D";"2013-04-07";"3.8"
"12287X0117/PIB-5D";"2013-04-08";"3.81"
"12287X0117/PIB-5D";"2013-04-09";"3.8"
"12287X0117/PIB-5D";"2013-04-10";"3.8"
"12287X0117/PIB-5D";"2013-04-11";"3.79"
"12287X0117/PIB-5D";"2013-04-12";"3.78"
"12287X0117/PIB-5D";"2013-04-13";"3.78"
"12287X0117/PIB-5D";"2013-04-14";"3.79"
"12287X0117/PIB-5D";"2013-04-15";"3.77"
"12287X0117/PIB-5D";"2013-04-16";"3.72"
"12287X0117/PIB-5D";"2013-04-17";"3.73"
"12287X0117/PIB-5D";"2013-04-18";"3.76"
"12287X0117/PIB-5D";"2013-04-19";"3.77"
"12287X0117/PIB-5D";"2013-04-20";"3.72"
"12287X0117/PIB-5D";"2013-04-21";"3.75"
"12287X0117/PIB-5D";"2013-04-22";"3.75"
"12287X0117/PIB-5D";"2013-04-23";"3.75"
"12287X0117/PIB-5D";"2013-04-24";"3.75"
"12287X0117/PIB-5D";"2013-04-25";"3.75"
"12287X0117/PIB-5D";"2013-04-26";"3.75"
"12287X0117/PIB-5D";"2013-04-27";"3.75"
"12287X0117/PIB-5D";"2013-04-28";"3.73"
"12287X0117/PIB-5D";"2013-04-29";"3.73"
"12287X0117/PIB-5D";"2013-04-30";"3.74"
"12287X0117/PIB-5D";"2013-05-01";"3.74"
"12287X0117/PIB-5D";"2013-05-02";"3.73"
"12287X0117/PIB-5D";"2013-05-03";"3.72"
"12287X0117/PIB-5D";"2013-05-04";"3.71"
"12287X0117/PIB-5D";"2013-05-05";"3.71"
"12287X0117/PIB-5D";"2013-05-06";"3.71"
"12287X0117/PIB-5D";"2013-05-07";"3.71"
"12287X0117/PIB-5D";"2013-05-08";"3.7"
"12287X0117/PIB-5D";"2013-05-09";"3.7"
"12287X0117/PIB-5D";"2013-05-10";"3.7"
"12287X0117/PIB-5D";"2013-05-11";"3.69"
"12287X0117/PIB-5D";"2013-05-12";"3.67"
"12287X0117/PIB-5D";"2013-05-13";"3.68"
"12287X0117/PIB-5D";"2013-05-14";"3.68"
"12287X0117/PIB-5D";"2013-05-15";"3.67"
"12287X0117/PIB-5D";"2013-05-16";"3.66"
"12287X0117/PIB-5D";"2013-05-17";"3.66"
"12287X0117/PIB-5D";"2013-05-18";"3.67"
"12287X0117/PIB-5D";"2013-05-19";"3.68"
"12287X0117/PIB-5D";"2013-05-20";"3.7"
"12287X0117/PIB-5D";"2013-05-21";"3.71"
"12287X0117/PIB-5D";"2013-05-22";"3.71"
"12287X0117/PIB-5D";"2013-05-23";"3.72"
"12287X0117/PIB-5D";"2013-05-24";"3.71"
"12287X0117/PIB-5D";"2013-05-25";"3.71"
"12287X0117/PIB-5D";"2013-05-26";"3.7"
"12287X0117/PIB-5D";"2013-05-27";"3.7"
"12287X0117/PIB-5D";"2013-05-28";"3.72"
"12287X0117/PIB-5D";"2013-05-29";"3.74"
"12287X0117/PIB-5D";"2013-05-30";"3.74"
"12287X0117/PIB-5D";"2013-05-31";"3.75"
"12287X0117/PIB-5D";"2013-06-01";"3.76"
"12287X0117/PIB-5D";"2013-06-02";"3.74"
"12287X0117/PIB-5D";"2013-06-03";"3.68"
"12287X0117/PIB-5D";"2013-06-04";"3.71"
"12287X0117/PIB-5D";"2013-06-05";"3.7"
"12287X0117/PIB-5D";"2013-06-06";"3.69"
"12287X0117/PIB-5D";"2013-06-07";"3.7"
"12287X0117/PIB-5D";"2013-06-08";"3.71"
"12287X0117/PIB-5D";"2013-06-09";"3.72"
"12287X0117/PIB-5D";"2013-06-10";"3.72"
"12287X0117/PIB-5D";"2013-06-11";"3.72"
"12287X0117/PIB-5D";"2013-06-12";"3.72"
"12287X0117/PIB-5D";"2013-06-13";"3.72"
"12287X0117/PIB-5D";"2013-06-14";"3.73"
"12287X0117/PIB-5D";"2013-06-15";"3.74"
"12287X0117/PIB-5D";"2013-06-16";"3.77"
"12287X0117/PIB-5D";"2013-06-17";"3.76"
"12287X0117/PIB-5D";"2013-06-18";"3.75"
"12287X0117/PIB-5D";"2013-06-19";"3.75"
"12287X0117/PIB-5D";"2013-06-20";"3.76"
"12287X0117/PIB-5D";"2013-06-21";"3.74"
"12287X0117/PIB-5D";"2013-06-22";"3.74"
"12287X0117/PIB-5D";"2013-06-23";"3.73"
"12287X0117/PIB-5D";"2013-06-24";"3.72"
"12287X0117/PIB-5D";"2013-06-25";"3.72"
"12287X0117/PIB-5D";"2013-06-26";"3.72"
"12287X0117/PIB-5D";"2013-06-27";"3.73"
"12287X0117/PIB-5D";"2013-06-28";"3.74"
"12287X0117/PIB-5D";"2013-06-29";"3.73"
"12287X0117/PIB-5D";"2013-06-30";"3.73"
"12287X0117/PIB-5D";"2013-07-01";"3.72"
"12287X0117/PIB-5D";"2013-07-02";"3.72"
"12287X0117/PIB-5D";"2013-07-03";"3.71"
